source,title,content,link,label
The Adobo Chronicles,"An Open Letter To President Bongbong Marcos, Jr.","To His Excellency, President Ferdinand “Bongbong” Marcos Jr. : I write this with the sincerest intention of uniting two great political dynasties who have generously ruled—er, served—the Filipino people. In the spirit of reconciliation (and mutual survival), may I humbly recommend the re-appointment of Madam Sara Duterte to a top cabinet post, preferably something as powerful as “Secretary of Everything.” Her qualifications are unimpeachable: she once rode a big bike in a gown, mastered the ancient art of political poker face, and vanished from DepEd just in time to avoid accountability. Truly, a ninja of governance. Appointing her would show your statesmanship, your generosity, and, most importantly, your desire to not have Davao Mayor Paolo Duterte call you “that guy” on Facebook. Let us bridge the North and South—preferably with a highway named after both your fathers. Sincerely yours, A Concerned Citizen (with political instincts and possibly future ambitions)",https://adobochronicles.com/2025/05/24/an-open-letter-to-president-bongbong-marcos-jr/,fake
The Adobo Chronicles,Senator Bong Go’s Absence Is Telling,"Senator Bong Go’s absence from The Hague, despite being Rodrigo Duterte’s most loyal aide, is striking—and politically telling. While Duterte’s family, allies like Robin Padilla, Harry Roque and even fringe personalities like Maharlika and that insignificant Brit have made appearances in the Netherlands — with Senator Bato on his way — Go has remained notably distant. His silence and physical absence, in contrast to his once-constant shadowing of Duterte, suggest a calculated pivot. With the 2028 presidential elections looming—and Go emerging as a frontrunner after topping the recent senatorial race—his avoidance may be strategic. Aligning too closely with a detained former president under ICC scrutiny could alienate moderate voters or international partners. Go’s brand of loyalty may now be measured in optics, not proximity. As he seeks to broaden his appeal beyond Duterte’s base, he may be deliberately distancing himself from an increasingly controversial figure. The question isn’t whether Go has abandoned Duterte—but whether he’s repositioning himself as more than just Duterte’s man. ",https://adobochronicles.com/2025/05/24/senator-bong-gos-absence-is-telling/,fake
The Adobo Chronicles,Will Marian Rivera Dare To Step Forward?,"Marian Rivera, queen of dance and now—allegedly—queen of confidential funds? Netizens are shooketh after reports surfaced linking her to VP Sara Duterte’s secret stash. Unlike Mary Grace Piattos (who sounds like a snack-loving ghost), Marian is very much real and has receipts to show—hopefully not just mall show posters. With hubby Dingdong Dantes known as a proud Pinklawan, the couple’s political plot twist is giving telenovela energy. Is this My Husband’s Lover: Budget Edition? Marian, it’s time to cha-cha your way to a press con and spill—was this a case of mistaken identity or just a cameo role in DDS Confidential?  MANILA, Philippines (The Adobo Chronicles) - Their wedding last December 30 was dubbed a ""Royal Wedding"" by Philippine standards. Television superstars Dingdong Dantes and Marian Rivera tied the knot in church ceremonies officiated by eight bishops and seven priests, with no less than President Aquino standing as Best Man. The bride… In ""Film and TV"" Quezon City, Philippines (The Adobo Chronicles) - Philippine President NoyNoy Aquino, considered the most high-ranking eligible bachelor in his country, looked dashing in a black tuxedo at his wedding at the Immaculate Concepcion Cathedral in Quezon City on Tuesday. It was not only a star-studded wedding but also a pompous ceremony… In ""Politics"" MANILA, Philippines (The Adobo Chronicles) - Yesterday, The Adobo Chronicles published a story about a controversial oil painting by Filipino artist Dante Hipolito. The portrait, 'Salubong,' depicts Pope Francis being welcomed by farmers and laborers. Those featured in the painting were actually rich and famous movie stars and politicians. Many Filipinos reacted passionately… In ""Arts""",https://adobochronicles.com/2025/05/23/will-marian-rivera-dare-to-step-forward/,fake
The Adobo Chronicles,"Wow, What A Concept! Marcos- Marcos-Romualdez!","Imee Marcos as Senate President? What a thrilling plot twist—straight out of a teleserye, but with more dynastic flair!  According to her, some senators approached her about it. Approached where, though? In a dream? A seance? Imagine: Bongbong as President, Imee as Senate President, and Martin Romualdez as Speaker. It’s like the Avengers, if the Avengers all shared the same last name and controlled three branches of government. And who stands between them and total power? Sara Duterte, the lone wall between the Marcoses and a family reunion in Malacañang. But what if she resigns… or worse, suffers a tragic apple-choking incident during a merienda? Then Imee, her “BFF,” becomes VP. A Bongbong-Imee administration—like The Parent Trap, but with national consequences. Philippine politics, truly where satire writes itself, and nepotism is just another family value. Stay tuned, this teleserye’s just getting started.",https://adobochronicles.com/2025/05/23/wow-what-a-concept-marcos-marcos-romualdez/,fake
The Adobo Chronicles,Did Blogger Mark Lopez Fart In The Elevator?,"Blogger Mark Anthony Lopez has truly mastered the art of fake news but make it fashion. In a dazzling display of journalistic gymnastics, he drops a bombshell: “Was it the First Lady who asked all cabinet members to resign?” Ah yes, the classic fake-news-with-a-question-mark technique — the coward’s exclamation point. It’s like throwing a grenade and whispering, “Just asking!” as it explodes.  Unfortunately for Mark, this rhetorical camouflage doesn’t work when your “question” is already packed with libelous baloney. It’s like saying, “Did aliens abduct the president last night?” and then acting shocked when people accuse you of being unhinged. Mark’s strategy is the digital equivalent of farting in an elevator and asking, “Who did that?” But the internet sees through it. Next time, Mark, maybe try actual journalism instead of conspiracy fan fiction disguised as curiosity. Or better yet, just stick to food blogging — at least the harm would be limited to cholesterol. Is another warrant of arrest for cyber libel looming for our beloved Kuryente King? ",https://adobochronicles.com/2025/05/22/did-blogger-mark-lopez-fart-in-the-elevator/,fake
The Adobo Chronicles,Today’s Editorial Cartoon: Sec. Larry Gadon,"by AC team member Steven Pabalinas In ""Government""  In ""Government"" (Courtesy: Steven Pabalinas) In ""Government""",https://adobochronicles.com/2025/05/21/todays-editorial-cartoon-sec-larry-gadon/,fake
The Adobo Chronicles,Sara Duterte’s Idiomatic “Bloodbath”,"Ah yes, the classic political defense: “It was just an idiom!” Sara Duterte declaring she’s ready for a “bloodbath” in her impeachment proceedings is apparently just her colorful way of saying, “Let’s have a lively debate over coffee.” Because when normal people use “bloodbath,” they’re clearly referring to PowerPoint presentations and polite parliamentary discourse. Never mind that the idiom traditionally conjures images of mass carnage, economic ruin, or, you know, actual pools of blood. It’s just figurative speech—like calling a riot a “group hug gone wrong.” Perhaps next time she says she’s “ready to burn everything down,” she’ll mean she’s redecorating her office. Or when she calls for a “massacre,” she’s just really passionate about karaoke competitions. Satire writes itself when politicians throw grenades and call them metaphors. But sure, let’s all pretend “bloodbath” means “spirited discussion.” And maybe pigs do fly—idiomatically, of course. Vice President Sara Duterte's appointment of herself as the designated survivor is a masterstroke of political theatre, blending mystery, power, and an unexpected dash of melodrama. One might wonder if this is a subtle clue to the enigma of the scar on her neck. Could it be that the scar… In ""Politics"" Vice President Sara Duterte’s bold proclamation that she welcomes impeachment proceedings is nothing short of a masterstroke in political irony. Imagine this: the nation’s second-highest official, who has masterfully dodged lawmakers’ questions during Senate and House hearings about her mysterious confidential funds, is now eagerly awaiting an impeachment trial to… In ""Government"" Rodrigo Duterte, the master of political theatre, has declared his daughter's announcement about the entire Duterte clan seeking Senate seats in 2025 a mere jest. The elder Duterte, ever the comedian, claims he's retired from politics, dismissing the idea of a Duterte Senate takeover as laughable. Imagine, he quips, three… In ""Politics""",https://adobochronicles.com/2025/05/21/sara-dutertes-idiomatic-bloodbath/,fake
The Adobo Chronicles,The Kingdom Of Davao,"In the illustrious Kingdom of Davao, the House of Duterte reigns supreme—where political power is hereditary and democracy is just a fun suggestion. The royal bloodline is so solid, it might outlast cockroaches and the British monarchy combined. King Digong, the founding patriarch, ruled with an iron fist, a golden motorbike, and the occasional colorful vocabulary that made royal court jesters weep with envy. His noble offspring now march forth, crowned with charisma, campaign funds, and a fierce allergy to stepping out of power. The next heir is often decided not by divine will, but by who yells “Tatay said I could!” the loudest. Davao’s royal crest? A clenched fist, a shotgun, and a wink. Truly, the Duterte dynasty is built to last—etched in stone, cast in cement, and probably tattooed on the walls of every barangay hall. Succession is inevitable… like traffic, taxes, and political dynasties in the Philippines. The Davao Showdown of 2025 Forget the “Thrilla in Manila,” that’s old news, Davao’s bout of the century is about to break loose. Karlo vs. Rodrigo, gloves on, fists tight, A family feud reborn, ready for the fight. Migz and Paolo, too, step into the ring, Congressional seats? More than… In ""Literature"" Welcome to the Kingdom of Davao, where political dynasties thrive as naturally as the durian fruit. For over 30 years, the Duterte family has held the mayoralty hostage, and it seems they’re not loosening their grip anytime soon. Now, in an almost Shakespearean twist, Rodrigo Duterte, the patriarch himself, seeks… In ""Politics"" Ah, the dawn of a new ""People Power"" in Davao City—where the masses rally not for democracy, but for the divine right of a man facing an international arrest warrant. Back in 1986, two million Filipinos toppled a dictator, but today, Davao’s entire population might just shut down the city… In ""Law Enforcement""",https://adobochronicles.com/2025/05/20/the-kingdom-of-davao/,fake
The Adobo Chronicles,Marcoleta Runs Into ABS-CBN’s Karlo Katigbak,"Senator-Elect Marcoleta runs into ABS-CBN President Karlo Katigbak in an elevator at BGC. Here’s their brief conversation: Rodante Marcoleta:Well, well, if it isn’t the ghost of channel past! Still broadcasting… online, I see. ABS-CBN President Karlo Katigbak:Senator Marcoleta! I didn’t realize elevators accept people who cancel dreams. Marcoleta: Oh please. Dreams? You made more telenovelas than tax payments. Katigbak: We paid taxes! BIR said so! You just preferred teleseryes with government plot twists. Marcoleta: Fair. But admit it — ratings soared after I entered the scene. I practically gave you a new storyline. Katigbak: We called it “The Man Who Cancelled Christmas… and Primetime.” Marcoleta: You have to admire my range. From blocking franchises to starring in public hearings — peak drama! Katigbak: You should try acting. You’re great at pretending to listen. Marcoleta: Touché. But look — the country loves second chances. Even “Ang Probinsyano” had nine lives. Katigbak: So… reconciliation? Marcoleta: Maybe. But only if I get a cameo role — Senator by day, frequency wrecker by night. Katigbak: Fine. But no script rewrites during commercial breaks. *[Elevator dings. They exit together. A new show is born: “Franchise of Our Lives.”]",https://adobochronicles.com/2025/05/20/marcoleta-runs-into-abs-cbns-karlo-katigbak/,fake
The Adobo Chronicles,"Bon Voyage, Duterte Youth!"," Graphics by AC Team Member Steven Pabalinas What’s the difference between Artificial Intelligence (AI) and fake news-peddling bloggers?  AI uses facts and documented evidence as basis for content it generates. Some bloggers generate content based on  biased narratives, hearsay or twisted information. We asked AI to name some bloggers known… In ""Politics"" MANILA, Philippines (The Adobo Chronicles, Manila Bureau) - Last week, The Adobo Chronicles announced that it was sponsoring a face-to-face debate between the social media bloggers on either side of the political spectrum :  the pro and anti-Dutertes. Originally, the anti-Duterte team wanted to hide behind identical face masks to protect their anonymity.… In ""Media""  In ""Government""",https://adobochronicles.com/2025/05/19/bon-voyage-duterte-youth/,fake
The Adobo Chronicles,Mayon Volcano Relocated Yet Again!,"Next stop on the Magical Mystery Tour of Philippine geography: Mayon Volcano in Naga City! Yes, first it was Mocha Uson who treated the map like a coloring book, proudly relocating Mayon to Camarines Sur. Now, Daily Tribune has joined the “Reimagine Bicol” campaign, boldly placing the iconic volcano in Naga City. At this rate, we fully expect Mt. Apo to pop up in Boracay by next week, and Taal Volcano to be spotted beside SM Mall of Asia. Why let cartographers have all the fun when we can crowdsource the archipelago’s layout with random press releases and Facebook posts? The new rule: if you say it with confidence, it must be true. Who needs geography when you have vibes? By 2026, don’t be surprised if Mayon makes its way to Manila Bay—perfect for selfies with the Dolomite Beach. After all, the Philippines isn’t just more fun—it’s more flexible! NAGA CITY, Philippines (The Adobo Chronicles, Manila Burerau) - As a public service to our readers and subscribers, we are bringing you, live from Naga City, Asec Mocha Uson, reporting on Mayon Volcano’s continued eruption. https://youtu.be/uXN1MGuPoRI In ""Local News"" LEGAZPI CITY, Philippines (The Adobo Chronicles, Manila Bureau) - Assistant Secretary Mocha Uson has no qualms about returns.  When controversy erupted over her award from the University of Santo Tomas Alumni Association, she gladly returned it. Shortly thereafter, Uson was again the subject of ridilcule when she stated that Mayon Volcano… In ""Arts"" NAGA CITY, Philippines (The Adobo Chronicles, Naga Bureau) - She’s always the first on the ground during typhoons, floods, earthquakes and other natural calamities. Or so she claimed during the 2022 Presidential election campaign. Ex-Vice President Leni Robredo has promised to set up the country’s largest volunteer network precisely to… In ""Social Media""",https://adobochronicles.com/2025/05/18/mayon-volcano-relocated-yet-again/,fake
The Adobo Chronicles,Miracle In Malacañang: The Polo Barong Resurrection," In a scene worthy of a Darryl Yap directorial debut, Imee Marcos emerged triumphant as the 12th senator—barely, but gloriously—clad in what she solemnly declared was her father’s decades-old polo barong. The nation gasped. Not at her victory, but at the garment: crisp, blindingly white, and suspiciously wrinkle-free, like it just escaped the steam press of history. Experts in vintage wear raised eyebrows: “Jusi or piña cloth doesn’t age like that—unless it’s embalmed like Apo himself!” The fit was off too. If that barong was really her dad’s, then Ferdinand Sr. must’ve moonlighted as a malnourished fashionista. But perhaps this wasn’t about clothing authenticity—it was symbolism! A soft launch for 2028? A message to BFF Sara Duterte: “Move over, girl. Tita Imee’s got next.” Whether it was laundry magic or legacy cosplay, one thing’s clear—Miracles in Malacañang now come in starch and satin stitching. MANILA, Philippines (The Adobo Chronicles, Manila Bureau) - The suit and tie is to America. The Barong Tagalog is to the Philippines. Since the time of the Spanish occupation of the Philippines, Filipino males have always donned the Barong Tagalog for formal and special occasions. Made of local transparent fabric, this… In ""Fashion"" DAVAO CITY, Philippines (The Adobo Chronicles, Manila Bureau) - It's official.  President-elect Rodrigo Duterte will not wear the barong tagalog when he takes his oath of office on June 30.  The Davao city mayor told reporters that he considers the barong -- the formal attire for Filipino males -- as a… In ""Fashion"" On the eve of the inauguration of Mayor Rodrigo Duterte as the 16th president of the Philippines, we turn to fashion -- presidential fashion, that is. While Duterte is no avid fan of the formal attire for Filipino males -- the barong tagalog-- he nevertheless agreed to pose for his… In ""Fashion""",https://adobochronicles.com/2025/05/18/miracle-in-malacanang-the-polo-barong-resurrection/,fake
The Adobo Chronicles,Miss World 2025: AI Totally Fails!,"VIRAL: a photograph of Misses Vietnam, Indonesia, Philippines and Thailand in the on-going Miss World Pageant in India. Proof that even AI, if asked for a helping hand, can get it all wrong!  QUEZON CITY, Philippines (The Adobo Chronicles, Quezon City Bureau) - GMA Integrated News has released a preview of what to expect from the AI hosts of the National Collegiate Athletic Association (NCAA) Season 99. As previously announced, human sportscasters will be replaced with AI (Artificial Intelligence) hosts. The AI hosts… In ""Sports"" MANILA, Philippines (The Adobo Chronicles, Manila Bureau) - In this era of Artificial Intelligence (AI), how would you know if a news item, op-ed piece, thesis, comment or post you are reading was written by a real human being? Who can best answer this question than AI itself? Here is… In ""Technology"" MANILA, Philippines (The Adobo Chronicles, Manila Bureau) - Pinoy Ako Blog's Jover Laurio is reportedly considering legal action against the creators and publishers of AI-generated headshot apps.  Laurio claims that she was left utterly devastated after trying numerous apps and discovering that not a single one of them managed to… In ""Social Media""",https://adobochronicles.com/2025/05/17/miss-world-2025-ai-totally-fails/,fake
The Adobo Chronicles,"(Campaign) Promises, Promises","Absolutely, let’s dive into the glittering carnival of campaign promises—those sparkly, soundbite-ready, mostly expiration-dated gems tossed to the masses every election season. As voters, we hold a sacred duty: not just to vote, but to remember. And laugh. Especially after the dust settles, and not one promise is left standing—except maybe the ones that were never meant to be kept. Let’s start with the greatest hits album of Filipino campaign pledges that aged about as well as unrefrigerated fish. 1. “If we lose, we’ll leave the country!” — The Cardema Couple (a.k.a. Duterte Youth) Talk about a tempting offer. Many voters said, “Deal!” faster than you can say “red-tagging.” This power couple, champions of youthful nationalism (despite being more seasoned than a 3-day-old lumpia), boldly vowed to bid farewell to the Philippines if they were rejected at the polls. And when they did not win? Well… we’re still waiting for the one-way ticket selfies. It’s giving ‘I’ll leave Facebook forever if this candidate loses’, but still liking posts to this day. At this point, even immigration officers are like, “So… when kayo aalis ulit?” 2. “Support me, or I’ll take the land back!” — Senator Cynthia Villar, landlady of the nation Now this is not your usual political threat—this is pasalubong-level petty. Imagine donating land to a community and then treating it like a Netflix password: “If you don’t support me, I’m changing it!” It’s not campaigning, it’s emotional blackmail with property titles. Villar basically weaponized land distribution into an episode of Survivor: “Vote me out and the rice fields go with me.” Who knew agrarian reform had a plot twist? 3. “Bring Duterte home!” — Actor Ipe Salvador, or is he auditioning for ‘Ang Probinsyano: Malacañang Edition’? Nothing says legacy politics quite like a celebrity entering the scene with a mission to repatriate a former president like he’s a missing balikbayan box. Was Duterte missing? Is this a political platform or a rescue operation? One might imagine Ipe in full action-hero mode, dodging Senate hearings and UN rapporteurs to “bring Tatay Digong home.” Someone give this man a script—and maybe a campaign manager who knows the difference between policy and fan service. 4. “Free electricity below ₱2,000!” — Rodante Marcoleta, the Robin Hood of Meralco bills Now we’re talking! Who doesn’t want a politician who promises free electricity—if your bill is under a very specific amount. It’s the political equivalent of “Buy 1, Take 1, but only if you buy on a Tuesday while facing the moon.” One wonders: was there a study? A feasibility analysis? Or was it just a case of “throw in a random number and see if the crowd cheers”? Spoiler alert: They did. Because after all, nothing sparks joy like the word “free”—especially in a country where brownouts last longer than most love teams. Promises, Promises… Or Just Punchlines? In the grand telenovela of Philippine politics, campaign promises have become more like plot twists—surprising, often unbelievable, and usually never mentioned again after the season finale (a.k.a. election day). Will they ever be fulfilled? Let’s put it this way: If campaign promises were a currency, we’d all be billionaires, with free land, free electricity, and one ex-president home for the holidays. But hey, at least we got the posters. And the jingles. And the memes. Democracy at its funniest. Moral of the story? Politicians promise, but the people remember. Sometimes. If not, well… see you at the next campaign rally, where the only thing guaranteed is a free t-shirt and another pledge we’ll laugh about in three years. ",https://adobochronicles.com/2025/05/16/campaign-promises-promises/,fake
