source,title,content,link,label
Facebook,"FACT CHECK: No reports of free water, electricity nationwide starting September 2025","Starting September 2025, electricity and water will be free nationwide for Filipinos who have registered through a link included in a social media post.",https://www.rappler.com/newsbreak/fact-check/no-reports-free-water-electricity-nationwide-starting-september-2025/,fake
Tiktok,FACT CHECK: ‘News report’ about ‘angkas’ ban is false,"A video shows a news reporter saying that starting August 26, 2025, back-riding on motorcycles, or more commonly known as“angkas”will be banned in the Philippines, and any rider caught carrying a passenger will face a P10,000 fine.",https://www.rappler.com/newsbreak/fact-check/false-news-report-angkas-ban/,fake
Unkown,FACT CHECK: Davao City did not hoist Chinese flags on Independence Day,Davao City Hall hoisted the national flag of the People’s Republic of China during the Philippines’ 127th Independence Day on June 12.,https://www.rappler.com/newsbreak/fact-check/davao-city-hoist-chinese-flags-independence-day/,fake
Facebook,FACT CHECK: ‘Newscast’ of possible diseases caused by COVID-19 vaccine is AI-generated,All persons who received a COVID-19 vaccine may develop diseases such as cancer and vision loss.,https://www.rappler.com/newsbreak/fact-check/newscast-possible-diseases-causedco-covid-19-vaccine-ai-generated/,fake
Facebook,FACT CHECK: Hontiveros did not praise Vice Ganda’s viral ‘jet ski holiday’ joke about Duterte,": Senator Risa Hontiveros praised Vice Ganda’s “jet ski holiday” joke about former President Rodrigo Duterte, who is currently detained by the International Criminal Court (ICC) in The Hague, Netherlands.",https://www.rappler.com/newsbreak/fact-check/risa-hontiveros-praise-vice-ganda-jet-ski-holiday-joke-rodrigo-duterte/,fake
Tiktok,FACT CHECK: Marcos’ term not extended to 2031,President Ferdinand Marcos Jr.’sterm as president will be extended to 2031.,https://www.rappler.com/newsbreak/fact-check/ferdinand-marcos-jr-term-not-extended-2031/,fake
Facebook,FACT CHECK: Robin Padilla is not the main catalyst of peace talks in Mindanao,Senator Robin Padilla initiated peace talks between the Philippine government and rebel groups in Mindanao.,https://www.rappler.com/newsbreak/fact-check/robin-padilla-not-catalyst-peace-talks-mindanao/,fake
Facebook,FACT CHECK: Video about DSWD’s educational assistance is fake,: A Facebook video claims to bear the link to an online registration for cash assistance offered by the Department of Social Welfare and Development (DSWD) to students from pre-elementary to college.,https://www.rappler.com/newsbreak/fact-check/video-dswd-educational-assistance-fake/,fake
YouTube,FACT CHECK: VP Sara Duterte taken out of context in viral video about her father’s supposed release,"Former president Rodrigo Duterte is set to be released from the International Criminal Court’s detention, according to his daughter, Vice President Sara Duterte.",https://www.rappler.com/newsbreak/fact-check/sara-taken-out-of-context-viral-video-rodrigo-duterte-supposed-release/,fake
YouTube,FACT CHECK: Bong Go did not resign as senator,Bong Go has resigned as senator.,https://www.rappler.com/newsbreak/fact-check/bong-go-did-not-resign-senator-august-2025/,fake
YouTube,FACT CHECK: Vice Ganda not summoned by Senate over ‘jet ski holiday’ joke,The Senate has ordered Vice Ganda to appear for mocking former president Rodrigo Duterte with the comedian’s “jet ski holiday” joke.,https://www.rappler.com/newsbreak/fact-check/vice-ganda-no-senate-summons-jet-ski-holiday-joke/,fake
YouTube,FACT CHECK: Chiz Escudero not being impeached,Senate PresidentChiz Escuderowill face impeachment over his role in Vice PresidentSara Duterte’s blocked impeachment trial and his alleged links to flood control projects via one of his campaign donors.,https://www.rappler.com/newsbreak/fact-check/chiz-escudero-not-impeached/,fake
YouTube,"FACT CHECK: Ombudsman, Senate did not file joint case vs Marcos, Romualdez",The Office of the Ombudsman and the Senate filed a joint case involving irregularities in the use of public funds against President Ferdinand Marcos Jr. and House Speaker Martin Romualdez.,https://www.rappler.com/newsbreak/fact-check/ombudsman-senate-no-joint-case-against-marcos-romualdez/,fake
Tiktok,FACT CHECK: SC did not reject motion challenging VP Sara impeachment ruling,The Supreme Court (SC) dismissed the motion for reconsideration challenging its ruling on the impeachment complaint againstVice President Sara Duterte.,https://www.rappler.com/newsbreak/fact-check/supreme-court-rejection-motion-vs-sara-duterte-impeachment-ruling/,fake
Unkown,FACT CHECK: Chiz Escudero is still Senate President,Senate President Chiz Escudero was removed from his post due to corruption.,https://www.rappler.com/newsbreak/fact-check/chiz-escudero-still-senate-president-august-2025/,fake
YouTube,"FACT CHECK: Duterte remains detained, no guaranteed return to PH",Former President Rodrigo Dutertehas been released by the International Criminal Court (ICC) and is guaranteed to return to the Philippines.,https://www.rappler.com/newsbreak/fact-check/rodrigo-duterte-remains-detained-icc-no-guaranteed-return-philippines/,fake
Facebook,FACT CHECK: No fee for ‘walk-in’ voter registration,"The Commission on Elections is requiring a payment of P3,000 for “walk-in” voter registration starting August 15, 2025.",https://www.rappler.com/newsbreak/fact-check/no-fee-walk-in-voter-registration/,fake
Facebook,FACT CHECK: 4Ps not to be ‘removed’ after August 2025,"The Pantawid Pamilyang Pilipino Program (4Ps) is being removed, with the last payout being in August 2025.",https://www.rappler.com/newsbreak/fact-check/4ps-not-removed-after-august-2025/,fake
Unkown,FACT CHECK: No bullet train from Luzon to Mindanao,"The Philippines’ first bullet train connects Luzon and Mindanao, with travel time taking only 30 minutes.",https://www.rappler.com/newsbreak/fact-check/no-bullet-train-from-luzon-to-mindanao/,fake
Facebook,FACT CHECK: Chikungunya not a new disease,A new disease called chikungunya is spreading in China.,https://www.rappler.com/newsbreak/fact-check/chikungunya-not-new-disease/,fake
Facebook,"FACT CHECK: Romualdez, 3 other lawmakers not suspended by Ombudsman",The Ombudsman has suspended House Speaker Martin Romualdez and three other lawmakers involved in the controversy related to the 2025 national budget.,https://www.rappler.com/newsbreak/fact-check/martin-romualdez-3-other-lawmakers-not-suspended-ombudsman/,fake
Facebook,"FACT CHECK: Post on ‘unaired’ documentary episode is fake, links to an investment scam",Journalist Malou Mangahas has an unaired investigative documentary episode about an investment platform that ordinary citizens can use to earn money.,https://www.rappler.com/newsbreak/fact-check/unaired-documentary-episode-is-fake-links-investment-scam/,fake
Unkown,FACT CHECK: Vice Ganda not declared persona non grata in Davao City,Comedian and television host Vice Ganda is set to be declared persona non grata or an “unwelcome person” in Davao City following a comedy stint that mocked former president Rodrigo Duterte.,https://www.rappler.com/newsbreak/fact-check/vice-ganda-not-declared-persona-non-grata-davao-city/,fake
Tiktok,FACT CHECK: No Guinness record of Duterte as ‘most loved detainee in world history’,Former presidentRodrigo Duterteholds a Guinness World Record as the “most famous and most loved detainee in world history.”,https://www.rappler.com/newsbreak/fact-check/no-guinness-record-rodrigo-duterte-most-loved-detainee-world-history/,fake
YouTube,"FACT CHECK: Rhenz Abando signs with Anyang Red Boosters, not Boston Celtics",Filipino basketball star Rhenz Abando has signed a deal with the National Basketball Association (NBA) team Boston Celtics.,https://www.rappler.com/newsbreak/fact-check/rhenz-abando-signs-with-anyang-red-boosters-not-boston-celtics/,fake
Facebook,FACT CHECK: Kris Aquino not diagnosed with cancer,"Kris Aquino has recently been declared cancer-free, and the television personality has announced her return to Philippine television.",https://www.rappler.com/newsbreak/fact-check/kris-aquino-not-diagnosed-with-cancer/,fake
Facebook,FACT CHECK: Video of foreign officials ‘mocking’ PCO undersecretary Castro is fake,A video shows foreign officials mocking Presidential Communications Office (PCO) Undersecretary Claire Castro about her statement that Vice President Sara Duterte does not need an “attack dog.”,https://www.rappler.com/newsbreak/fact-check/video-foreign-officials-mocking-pco-undersecretary-castro-is-fake/,fake
Unkown,FACT CHECK: Post claiming 3-hour Laguna-Bicol train trip is false – PNR,A train ride between Laguna and Bicol on the Philippine National Railways (PNR) will take only three hours.,https://www.rappler.com/newsbreak/fact-check/post-claiming-3-hour-laguna-bicol-train-trip-false/,fake
Tiktok,FACT CHECK: House panel probe closure didn’t ‘clear’ Sara Duterte of fund misuse,The House committee on good government and public accountability ended its probe onVice President Sara Duterte’s alleged misuse of confidential funds last June due to a lack of evidence.,https://www.rappler.com/newsbreak/fact-check/house-panel-probe-closure-did-not-clear-sara-duterte-fund-misuse/,fake
YouTube,"FACT CHECK: No 4-year contract between Kai Sotto, Boston Celtics",Filipino basketball star Kai Sotto has signed a four-year deal with the National Basketball Association (NBA) team Boston Celtics.,https://www.rappler.com/newsbreak/fact-check/no-4-year-contract-between-kai-sotto-boston-celtics/,fake
YouTube,"FACT CHECK: No assassination plot by Marcos against Duterte, Quiboloy",President Ferdinand Marcos Jr. is behind an alleged plot to assassinate former presidentRodrigo Duterteand Kingdom of Jesus Christ (KOJC) leaderApollo Quiboloy.,https://www.rappler.com/newsbreak/fact-check/no-assassination-plot-by-marcos-against-duterte-quiboloy/,fake
Facebook,FACT CHECK: Post misquotes Marcos’ statement from 2025 SONA,"President Ferdinand Marcos Jr. said in his2025 State of the Nation Address (SONA)on July 28: “Asahan niyo marami pa tayong bubuksan na bukas(Trust me, we will open more openings).”",https://www.rappler.com/newsbreak/fact-check/post-misquotes-marcos-statement-from-2025-sona/,fake
Facebook,"FACT CHECK: Video of tsunami in Russia is fake, no reports of 10,000 deaths","The powerful earthquake in Russia triggered a large tsunami that killed 10,000 people, as shown in a video.",https://www.rappler.com/newsbreak/fact-check/video-tsunami-russia-fake-no-reports-10000-deaths/,fake
Unkown,"FACT CHECK: Fake video of Russia quake uses AI clips, unrelated footage",A video shows a huge tsunami and a collapsing building following the July 2025 earthquake in Russia.,https://www.rappler.com/newsbreak/fact-check/fake-video-russia-quake-uses-ai-clips-unrelated-footage/,fake
Tiktok,FACT CHECK: ICC did not sentence Duterte to reclusion perpetua,"The International Criminal Court (ICC) sentenced former Philippine presidentRodrigo Duterte, who faces crimes against humanity charges over alleged extrajudicial killings under his administration, to reclusion perpetua.",https://www.rappler.com/newsbreak/fact-check/icc-not-sentenced-rodrigo-duterte-reclusion-perpetua/,fake
Unkown,FACT CHECK: Video of Filipino protesters not taken during Marcos’ 2025 US visit,: A video shows overseas Filipinos protesting against President Ferdinand Marcos Jr. during his visit to the United States.,https://www.rappler.com/newsbreak/fact-check/video-filipino-protesters-not-taken-during-marcos-2025-united-states-visit/,fake
Facebook,FACT CHECK: Photo of barong-clad Duterte inside a jail cell is fake,A photo circulating on social media shows former president Rodrigo Duterte in a jail cell wearing a barong.,https://www.rappler.com/newsbreak/fact-check/photo-rodrigo-duterte-wears-barong-inside-jail-cell-fake/,fake
Tiktok,FACT CHECK: Post disputing Pacquiao-Barrios draw verdict uses unofficial scorecard,": The boxing match between Manny Pacquiao and Mario Barrios — resulting in a majority draw verdict — was rigged, as a judge’s scorecard shows scores in favor of the Filipino boxer.",https://www.rappler.com/newsbreak/fact-check/post-disputing-pacquiao-barrios-draw-verdict-uses-unofficial-scorecard/,fake
Unkown,"FACT CHECK: No deal between June Mar Fajardo, Golden State Warriors",Basketball legend June Mar Fajardo will bring his dominance to the Bay Area after signing a three-year contract with the National Basketball Association (NBA) team Golden State Warriors (GSW).,https://www.rappler.com/newsbreak/fact-check/no-deal-between-june-mar-fajardo-golden-state-warriors/,fake
Tiktok,FACT CHECK: ICC deferred decision on Duterte interim release plea,"Former president Rodrigo Dutertewill be released from detention in The Hague, Netherlands, according to the International Criminal Court (ICC).",https://www.rappler.com/newsbreak/fact-check/icc-deferred-decision-rodrigo-duterte-interim-release-plea/,fake
YouTube,FACT CHECK: Marcos not hiding in the US,President Ferdinand Marcos Jr. is hiding in the United States to avoid facing a case in the Philippines.,https://www.rappler.com/newsbreak/fact-check/marcos-not-hiding-united-states/,fake
Facebook,FACT CHECK: Video of flooded Quezon Avenue underpass is AI-generated,A video shows floodwaters sweeping up numerous vehicles out of the Quezon Avenue underpass due toTropical Storm Crising (Wipha).,https://www.rappler.com/newsbreak/fact-check/video-flood-quezon-avenue-underpass-ai-generated/,fake
Tiktok,FACT CHECK: SC ruling on impeachment did not declare Sara Duterte innocent,"In ruling that the impeachment ofVice President Sara Duterteis unconstitutional, the Supreme Court (SC) declared Duterte innocent of the charges against her.",https://www.rappler.com/newsbreak/fact-check/supreme-court-ruling-impeachment-did-not-declare-sara-duterte-innocent/,fake
Unkown,FACT CHECK: Video of family swept away by Crising flood is AI-generated,"A video shows a family caught in floods caused byTropical Storm Crising(Wipha), which brought heavy rain to parts of Luzon in the Philippines.",https://www.rappler.com/newsbreak/fact-check/video-family-swept-away-crising-flood-ai-generated/,fake
Unkown,"FACT CHECK: Video shows strong winds in Vietnam, not impact of Tropical Storm Dante",A video shows people running away in panic because of strong winds brought by Tropical Storm Dante (Francisco).,https://www.rappler.com/newsbreak/fact-check/video-shows-strong-winds-vietnam-not-tropical-storm-dante-impact/,fake
Unkown,FACT CHECK: Video of flood in Mexico misrepresented as impact of Crising,"A video shows a van being swept away by a flash flood triggered by Severe Tropical Storm Crising (Wipha), which brought heavy rain to parts of Luzon in the Philippines.",https://www.rappler.com/newsbreak/fact-check/mexico-flood-video-misrepresented-crising-impact-philippines/,fake
Facebook,FACT CHECK: Bustos Dam not about to collapse – NIA,"The Angat Afterbay Regulator Dam in Bulacan, also known as the Bustos Dam, is on the verge of collapse.",https://www.rappler.com/newsbreak/fact-check/bustos-dam-not-about-to-collapse/,fake
Tiktok,FACT CHECK: World leaders didn’t meet in The Hague to seek Duterte release,"A photo shows world leaders gathered in The Hague, Netherlands, with a cardboard standee of former Philippine presidentRodrigo Duterte, to push for the latter’s release from detention at the International Criminal Court (ICC).",https://www.rappler.com/newsbreak/fact-check/world-leaders-no-meet-hague-rodrigo-duterte-release/,fake
Facebook,"FACT CHECK: No 6 tropical cyclones entering PH on July 23, 2025",": Classes are reportedly suspended on Wednesday, July 23, due to the alleged simultaneous entry of six tropical cyclones that would affect the Philippines.",https://www.rappler.com/newsbreak/fact-check/no-six-tropical-cyclones-entering-philippines-july-23-2025/,fake
Tiktok,FACT CHECK: Romualdez not sentenced to death over 2025 budget mess,Leyte 1st District RepresentativeMartin Romualdezwill be sentenced to death by hanging for his alleged role in irregularities in the 2025 national budget.,https://www.rappler.com/newsbreak/fact-check/martin-romualdez-no-death-sentence-2025-national-budget/,fake
Facebook,FACT CHECK: Post falsely claims detained suspects in Tantoco death shown on website,"Results from the “inmate lookup” function on the Beverly Hills Jail Inmate Roster show that several people were detained in Beverly Hills, Los Angeles, California, in connection with the death of Rustan executive Paolo Tantoco on March 9.",https://www.rappler.com/newsbreak/fact-check/post-falsely-claims-detained-suspects-paolo-tantoco-death-shown-website/,fake
YouTube,"FACT CHECK: No death sentence, drug charges against Liza Marcos",A Los Angeles court sentenced First Lady Liza Araneta-Marcos to death by hanging due to her alleged links to illegal drug operations.,https://www.rappler.com/newsbreak/fact-check/no-death-sentence-drug-charges-liza-marcos/,fake
Tiktok,FACT CHECK: Photo of Duterte in a wheelchair is fake,"A photo shows detained former presidentRodrigo Dutertein a wheelchair, looking noticeably thin and frail as he holds a cup of coffee.",https://www.rappler.com/newsbreak/fact-check/photo-rodrigo-duterte-wheelchair-fake/,fake
Unkown,"FACT CHECK: Photo of bedridden Duterte is fake, digitally altered","A photo shows former president Rodrigo Duterte looking thin and frail, wearing a hospital gown in bed.",https://www.rappler.com/newsbreak/fact-check/photo-bedridden-rodrigo-duterte-fake-digitally-altered/,fake
Facebook,FACT CHECK: Deepfake video of Sara Duterte used in fake investment ad,"Vice President Sara Duterte is promoting an investment plan that claims to pay out as much as P1 million per month following an initial payment of P15,000.",https://www.rappler.com/newsbreak/fact-check/deepfake-sara-duterte-fake-investment-ad/,fake
Facebook,"FACT CHECK: Deepfake videos of Bam Aquino, journalists used in investment plan ad","Senator Bam Aquino and several ABS-CBN broadcast journalists are promoting an investment plan that claims to pay out P175,000 per week following an initial payment of P15,000.",https://www.rappler.com/newsbreak/fact-check/deepfake-videos-bam-aquino-journalists-used-investment-plan-ad/,fake
Facebook,FACT CHECK: ‘Skin and bones’ photo of Duterte used in Facebook reel is AI-generated,"Former president Rodrigo Duterte, who is currently detained at the International Criminal Court (ICC), looks visibly thin and frail as seen in a photo.",https://www.rappler.com/newsbreak/fact-check/skin-bones-photo-rodrigo-duterte-facebook-reel-ai-generated/,fake
Facebook,"FACT CHECK: Contrary to claim, media reported on death of Rustan executive Paolo Tantoco",Mainstream media has only recently reported on the death of Rustan Commercial Corporation executive Paolo Tantoco — four months after his passing — following the release of the Los Angeles (LA) County Medical Examiner’s report showing the cause of death as “cocaine effects.”,https://www.rappler.com/newsbreak/fact-check/media-reports-death-rustan-executive-paolo-tantoco/,fake
Unkown,"FACT CHECK: Duterte not back in PH, family photo misused",Former president Rodrigo Duterte is back in the Philippines with his family.,https://www.rappler.com/newsbreak/fact-check/rodrigo-duterte-not-back-in-philippines-family-photo-misused/,fake
Unkown,FACT CHECK: Viral photo of Ariana Grande is AI-manipulated,"Singer and actress Ariana Grande is pictured during an awards ceremony, looking visibly thin with hollow cheeks.",https://www.rappler.com/newsbreak/fact-check/viral-photo-ariana-grande-ai-manipulated/,fake
Facebook,FACT CHECK: No complaint filed vs Dela Rosa over missing sabungeros case,: Gambling tycoon Atong Ang filed a legal complaint against Senator Ronald “Bato” Dela Rosa after the senator linked Ang to the missingsabungeros(cockfighting enthusiasts) case.,https://www.rappler.com/newsbreak/fact-check/no-lawsuit-filed-vs-bato-dela-rosa-missing-sabungero-case/,fake
Facebook,FACT CHECK: Viral video promoting ‘anti-diabetes’ foot patch is fake,"Naturopathy practitioner and medical content creator Arturo Arboleda, also known as Doc Atoie, has discovered a herbal foot patch that can cure diabetes.",https://www.rappler.com/newsbreak/fact-check/viral-video-promotes-anti-diabetes-foot-patch-fake/,fake
Facebook,FACT CHECK: Remains of missing sabungeros yet to be found,: The remains of the missingsabungeros(cockfighting enthusiasts) have been found at the bottom of Taal Lake.,https://www.rappler.com/newsbreak/fact-check/remains-missing-sabungeros-yet-to-be-found/,fake
Facebook,FACT CHECK: Date for ‘Big One’ earthquake can’t be predicted,"The “Big One,” the magnitude 7.2 earthquake that can possibly hit Metro Manila, will strike the Philippines in August 2025.",https://www.rappler.com/newsbreak/fact-check/date-big-one-earthquake-no-prediction/,fake
Facebook,FACT CHECK: Kevin Quiambao not part of Sacramento Kings’ NBA Summer League roster,Former De La Salle University basketball star Kevin Quiambo is part of the Sacramento Kings roster for the National Basketball Association (NBA) 2K26 Summer League.,https://www.rappler.com/newsbreak/fact-check/kevin-quiambao-not-part-sacramento-kings-nba-2k26-summer-league-roster/,fake
Facebook,FACT CHECK: Gilas Pilipinas yet to qualify for FIBA World Cup 2027,"Gilas Pilipinas is set to play in the 2027 FIBA Basketball World Cup against world No. 3 Germany, world No. 4 France, and world No. 5 Spain.",https://www.rappler.com/newsbreak/fact-check/gilas-pilipinas-yet-qualify-2027-fiba-basketball-world-cup/,fake
Tiktok,FACT CHECK: No ICC judges removed from Duterte’s case,Four International Criminal Court (ICC) judges have been removed as magistrates informer president Rodrigo Duterte’songoing case.,https://www.rappler.com/newsbreak/fact-check/no-icc-judges-removed-rodrigo-duterte-case/,fake
YouTube,"FACT CHECK: No ICC ruling yet on Duterte release, no proof of Japan as host country","Former president Rodrigo Duterteis set to be released from detention at the International Criminal Court (ICC), with Japan set to host him during his interim release.",https://www.rappler.com/newsbreak/fact-check/no-ruling-international-criminal-court-rodrigo-duterte-release-japan-host/,fake
YouTube,FACT CHECK: House did not withdraw impeachment articles vs Sara Duterte,The House of Representatives withdrew the impeachment case againstVice President Sara Duterte.,https://www.rappler.com/newsbreak/fact-check/house-representatives-did-not-withdraw-sara-duterte-impeachment-case/,fake
Unkown,FACT CHECK: No reports of Alex Eala donating P3.9 million for homeless QC seniors,Filipino tennis star Alexandra Eala donated P3.9 million to support homeless senior citizens in Quezon City after winning the Eastbourne Open.,https://www.rappler.com/newsbreak/fact-check/no-reports-alex-eala-donates-three-million-homeless-senior-citizens-quezon-city-philippines/,fake
Facebook,"FACT CHECK: Jia de Guzman returning to Creamline, not Denso Airybees",Alas Pilipinas team captain Jia de Guzman has re-signed with the Denso Airybees for the 2025-2026 season of the Japan V.League.,https://www.rappler.com/newsbreak/fact-check/jia-de-guzman-returns-creamline-not-denso-airybees/,fake
Facebook,"FACT CHECK: Hontiveros sued ex-Senate witness over KOJC video, contrary to claim","Senator Risa Hontiveros did not include former Senate witness Michael Maurilio, alias Rene, in thecyber libel complaints she filed against various personalitiesinvolved in Maurilio’s viral video accusing Hontiveros ofpaying him P1 millionto testify against detained Kingdom of Jesus Christ (KOJC) leader Apollo Quiboloy, former president Rodrigo Duterte, and Vice President Sara Duterte.",https://www.rappler.com/newsbreak/fact-check/risa-hontiveros-sued-ex-senate-witness-kojc-video/,fake
Facebook,FACT CHECK: Iran did not bomb US city in retaliation for strikes on nuclear sites,Iran attacked a city in the United States in retaliation for America’s airstrikes on the Middle Eastern country’s nuclear sites.,https://www.rappler.com/newsbreak/fact-check/iran-did-not-bomb-united-states-city-retaliation-strikes-nuclear-sites/,fake
Facebook,"FACT CHECK: Video of US strike on Iran nuclear site uses unrelated, AI-generated clips",A video shows the United States launching an attack on Iran’s Fordow nuclear enrichment plant.,https://www.rappler.com/newsbreak/fact-check/video-us-airstrike-iran-nuclear-plant-uses-ai-unrelated-clips/,fake
Facebook,FACT CHECK: Viral video does not show earthquake in Australia,"A strong earthquake hit Australia on June 27, 2025, causing mass panic.",https://www.rappler.com/newsbreak/fact-check/viral-video-not-earthquake-in-australia/,fake
