source,title,content,link,label
inquirer,Haitian police unions plead for help after attack on main prison,"A man drives past a burning barricade during a protest against Prime Minister Ariel Henry’s government and insecurity, in Port-au-Prince, Haiti March 1, 2024. REUTERS FILE PHOTO PORT-AU-PRINCE — Armed groups were closing in on Haiti’s largest prison on Saturday night, defying police forces who called for help after days of gunfire in parts of the capital as a major gang leader seeks to topple Prime Minister Ariel Henry. Two of the Caribbean country’s main police unions called for assistance to stop inmates, many considered to be high-profile criminals, from fleeing the National Penitentiary in Port-Au-Prince. It was unclear how many had fled the prison, a number that newspaper Gazette Haiti said was “significant.” Some detainees were reluctant to leave en masse for fear of being killed in crossfire, sources told Reuters. READ:Haiti on brink of civil war, Dominican Republic warns Police officers assigned to the prison had vacated the premises on Saturday, according to reports by local media AyiboPost. The government of Haiti, the poorest country in the Americas, did not comment on the situation on Saturday. Heavy gunfire has caused panic in recent days after calls by gang leader Jimmy Cherizier, a former police officer, for criminal groups to unite and overthrow Henry. Cherizier, also known as Barbecue, heads an alliance of gangs and faces sanctions from the U.N. and the U.S. READ:Haiti working on pact with Kenya to secure police deployment The penitentiary, built to hold 700 prisoners, held 3,687 as of February last year, according to rights group RNDDH. A 2017 report by the group warned of serious overcrowding at the prison, which is said to suffer from poor police staffing. The prison attack follows reports on Friday that armed men had attempted to take control of the capital’s main container port, causing traffic disruptions, and gangs threatened to attack more of the city’s police stations. Cherizier this week warned locals to keep children from going to school to “avoid collateral damages” as violence surged. Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy. Prime Minister Henry, who came to power after the assassination of the country’s last president, Jovenel Moise, in 2021, had previously pledged to step down by early February. He later said security must first be re-established in order to ensure free and fair elections.",https://newsinfo.inquirer.net/1913119/haitian-police-unions-plead-for-help-after-attack-on-main-prison,real
inquirer,"Trump wins Michigan, Missouri, Idaho caucuses in dominant show of force","Jhonette Gamble looks at a U.S. flag with an image of Donald Trump, as “Super Trump”, Kenny L’Heureux of Gloucester, VA, waits for the next person to pose with him, as Republican presidential candidate and former U.S. President Donald Trump holds a campaign rally tonight in Richmond, Virginia, U.S. March 2, 2024. REUTERS GRAND RAPIDS, Michigan — Donald Trump on Saturday easily won the Republican caucuses in Michigan, where the party has been riven by infighting that some Republicans fear could hurt his campaign in the key battleground state as he gears up for the general election in November. The former U.S. president also won the Missouri and Idaho Republican caucuses on Saturday, according to Edison Research. In all three states Trump trounced Nikki Haley, his last remaining rival for the Republican presidential nomination, moving him closer to becoming his party’s White House standard-bearer and a likely general election rematch with President Joe Biden, a Democrat. READ:Trump brings fight to stay on ballot to US Supreme Court In Michigan, Trump beat Haley in all 13 districts taking part in the nominating caucuses, according to the state Republican Party. Overall, Trump won with nearly 98% percent support: 1,575 votes to just 36 for Haley. Pete Hoekstra, the Michigan Republican Party’s chair, called it an “overwhelming, dominating victory.” More than 1,600 party insiders participated in the presidential caucus in the western Michigan city of Grand Rapids, where they were choosing delegates for Trump or former U.N. Ambassador Haley for the party’s national nominating convention in July. Haley is fast running out of time to alter the course of the Republican nominating race. Next up is Super Tuesday on March 5, the biggest day in the primaries, when 15 states and one territory will vote. With victories in Iowa, New Hampshire, Nevada, the U.S. Virgin Islands, South Carolina, and now Michigan, Missouri and Idaho under his belt, Trump is far and away the frontrunner in the race, with Haley hanging on thanks to support from donors keen for an alternative to the former president. For this election cycle, Michigan Republicans devised a hybrid nominating system, split between a primary and a caucus. Trump won the primary convincingly on Tuesday, securing 12 of 16 delegates up for grabs. He took all of Michigan’s remaining 39 delegates at stake on Saturday. At one of the 13 caucus meetings, the participants – knowing Trump would win easily – decided to save time by simply asking anyone who backed Haley to stand up. In a room of 185 voting delegates, 25-year-old Carter Houtman was the only person who rose to his feet. “It was a little lonely,” Houtman told Reuters in an interview afterward. Houtman said he would likely vote for Trump in November’s general election if he is the nominee but felt it was important to stand up for his beliefs on Saturday. “I didn’t like the way that Trump handled himself after the last election,” Houtman said. Dennis Milosch, 87, a Trump supporter, said the former president’s dominating win on Saturday underscored how the party has been transformed from one aligned with big business to one focused on the working class. “Wherever he goes, whatever he does, he pays attention to, responds to, the average person,” Milosch said. The contest in Michigan on Saturday had held the potential for confusion. Internal turmoil has been percolating in the party for months, pitting backers of Michigan’s former Republican Party chair, Kristina Karamo, against the faction of party members who voted to oust her on Jan. 6, and installed Hoekstra as chair. Hoekstra, whom Trump backed as chair, was overseeing the convention in Grand Rapids. Karamo had been planning to chair a dueling convention in Detroit on Saturday, but that was canceled after a Michigan court this week affirmed her ouster and an appeals court denied her request to stay the ruling. READ:Biden wins Michigan primary, but Gaza protest vote gathers solid support Pro-Karamo party chairs for at least two districts held caucus meetings in separate locations from Grand Rapids in protest. However, the results from those are unlikely to be accepted by the Republican National Committee, which last month formally recognized Hoekstra as state party chair. Hoekstra was the U.S. ambassador to the Netherlands during Trump’s presidency. Speaking to Reuters on the sidelines of the caucus meetings, he said he was confident the Michigan Republican Party would unite around the objectives of winning the White House and a U.S. Senate seat up for grabs and retaking the state House of Representatives. “There is not a philosophical divide or an issue divide,” Hoekstra said. “This is about getting the party ready to win in November. … The focus is on beating Joe Biden.” Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy. Trump’s victories in Missouri and Idaho netted him 54 and 32 delegates respectively.",https://newsinfo.inquirer.net/1913124/trump-wins-michigan-missouri-idaho-caucuses-in-dominant-show-of-force,real
inquirer,Hungary’s parliament speaker signs off on Sweden’s Nato accession,"Hungarian Parliament Speaker Laszlo Kover take part in ceremony of unveiling the bust of Marshal Jozef Pilsudski on the occasion of 100 years of Poland’s independence in Budapest, Hungary, September 26, 2018. REUTERS BUDAPEST — Hungarian parliament speaker Sandor Lezsak has signed off on the ratification of Sweden’s NATO accession and forwarded the legislation to the president’s office for promulgation, voting records on parliament’s website showed on Saturday. Lawmakers approved Sweden’s NATO accession on Feb. 26, clearing the last hurdle before the historic step by the Nordic country whose neutrality lasted through two world wars and the Cold War. READ:Sweden set to join Nato after Hungary approves bid The Hungarian vote ended months of delays to complete Sweden’s security policy shift and followed a visit by Swedish Prime Minister Ulf Kristersson, during which the two countries signed an arms deal. READ:Does Sweden joining make the Baltic Sea a ‘Nato lake’? Hungarian Prime Minister Viktor Orban’s government has faced pressure from NATO allies to fall in line and seal Sweden’s accession to the alliance. Hungary’s president now has up to five days to promulgate the legislation. Stockholm abandoned its non-alignment policy for greater safety within the North Atlantic Treaty Organization after Russia’s invasion of Ukraine in 2022. Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy.",https://newsinfo.inquirer.net/1913116/hungarys-parliament-speaker-signs-off-on-swedens-nato-accession,real
inquirer,Pope Francis asks aide to read ceremonial speech due to bronchitis,"Pope Francis skips readings due to bronchitis at the meeting for the inauguration of the Judicial Year of the Tribunal of the Vatican City State, at the Vatican March 2, 2024. Vatican Media/­Handout via REUTERS VATICAN CITY — Pope Francis, who has been suffering from influenza, said he delegated the reading of a speech at a ceremony on Saturday to an aide because he was unable to read it due to bronchitis. “I have prepared a speech but as you can see I am unable to read it because of bronchitis. I have asked Monsignor (Filippo) Ciampanelli to read it for me,” a hoarse-sounding pope said. The speech was for the opening ceremony of the judicial year of the Vatican tribunal. READ:Pope Francis skips readings at audience, says he still has a cold Afterwards, the pope was able to meet German Chancellor Olaf Scholz during an audience at the Vatican. Francis, who is 87, has had a number of health issues recently. On Wednesday he made a brief trip to a Roman hospital for a check up after he missed reading at his weekly audience, saying he had “a bit of cold”. He cancelled appointments on Monday and last Saturday due to what the Vatican said was a mild flu, but he gave his regular weekly address to the crowds in St Peter’s Square on Sunday. READ:Pope Francis cancels second day of audiences due to ‘light flu’ The pope was forced to cancel a planned trip to a COP28 climate meeting in Dubai at the start of December because of the effects of influenza and lung inflammation. In January, he was unable to complete a speech owing to “a touch of bronchitis”. Later that month he said he was doing better despite “some aches and pains”. Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy. As a young man in his native Argentina, Francis had part of a lung removed.",https://newsinfo.inquirer.net/1913109/pope-francis-asks-aide-to-read-ceremonial-speech-due-to-bronchitis,real
inquirer,Norway’s king has pacemaker implanted in Malaysia after falling ill,"Norway’s King Harald during a press conference on the royal yacht Norge in Aarhus, Denmark June 16, 2023. The King and Queen of Norway are on an official visit to Denmark. Ritzau Scanpix/Bo Amstrup via REUTERS/File Photo Norway’s King Harald had a temporary pacemaker implanted on Saturday at a hospital in Malaysia after falling ill while on holiday there, the Norwegian royal household said. “The pacemaker was implanted due to a low heart rate. The decision was made earlier today, and the procedure was successful,” the palace said in a statement, adding that he is doing well under the circumstances but still requires rest. READ:Norway’s King Harald in hospital in Malaysia The procedure should make the journey home safer, likely in a couple of days, it said. The 87-year-old monarch was on a private holiday in the Southeast Asian country when he fell ill with an infection earlier this week. READ:Norway’s King Harald in hospital with infection, condition stable King Harald has been Norway’s ceremonial head of state since 1991 and is Europe’s oldest living monarch. He has repeatedly been hospitalized with infections in recent years, and has also undergone heart surgery. Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy.",https://newsinfo.inquirer.net/1913102/norways-king-has-pacemaker-implanted-in-malaysia-after-falling-ill,real
inquirer,Spain braces for wildfires as beef farmers battle red tape,"A firefighter from Galicia tackles a forest blaze during an outbreak of wildfires, following a prolonged dry spell and unseasonably high temperatrures, in Peidrafita, Asturias, Spain, March 31, 2023. REUTERS OVIEDO, Spain — Across Europe, farmers have jammed roads, burned tires and dumped manure in protest at a host of pressures threatening their livelihoods and way of life. In the province of Asturias, Spain, authorities are preparing for worse. Last spring, in an unprecedented conflagration there, nearly 300 wildfires leapt across motorways, forcing the evacuation of hundreds of residents and reaching the edge of regional capital Oviedo. The authorities blamed many of the fires on farmers. Decades-old grievances about government interference in traditional farming methods are combining with climate change to create tinderbox conditions, authorities say. READ:Portugal, Spain battle wildfires amid heatwave alerts The regional government, prosecutors and environmental groups say that some cattle-farmers deliberately set last year’s blazes to free up low-cost grazing pasture – fires that got out of hand due to exceptionally warm, dry conditions. The farmers deny this. Four unnamed people were arrested and 31 are under investigation for the alleged arson, police said. Alejandro Calvo, head of Asturias’ fire prevention and extinction department, told Reuters the region has increased its budget to avert and quench wildfires by almost 20%, to 70 million euros ($75.7 million), and hired more firefighters and foresters to establish 24-hour surveillance systems. At the root of the problem, the authorities say, is the farmers’ ancestral practice of intentionally burning scrub. The chestnut-colored cattle that roam Asturias’ mountains and valleys date back to the Iron Age. Their grass-fed flesh is relished by gourmets, their free-ranging habit prized over meat reared under intensive methods. Vegetation left unchecked grows chaotically over grasslands, limiting access for cows, which can’t digest woody or thorny plants. A carefully timed blaze can clear the area, generate new swathes of pasture and deter predators. But bureaucracy and warmer weather have changed that story. Since 2004, a permit is legally required to carry out controlled burns: Acquiring one involves presenting a detailed plan, a topographical map of the area and documents proving land ownership, among other restrictions. And Calvo says the region has seen a consolidated increase in average temperatures of two degrees over the past decade – part of a broader trend across Spain confirmed by the meteorological office – making traditional fire-setting more dangerous. “There’s … a clear relationship between areas where there’s greater livestock farming activity and the incidence of fires,” Calvo told Reuters in an interview. READ:Wildfire on Spain’s Tenerife spreads across island’s north On the other side of the argument, Jose Ramon Garcia, head of the farmers’ union UCA, blames the authorities. “They are always trying to blame the cattle-farmers, saying we do it to generate pastures and that’s a lie,” said Garcia, who is better known in Asturias as Pachon, the nickname he inherited from his father. He said the regional leadership was not managing flammable undergrowth well enough, so most large fires are down to natural causes. Deliberate ones cause limited damage, he argued. “We have so much undergrowth that any lightning strike causes these big fires that threaten people and destroy everything in their wake,” said Garcia, 59. He himself was convicted in a local court in 2016 of illegally starting a fire that devastated 38 hectares (94 acres), which he denies. Spain’s Supreme Court revoked his prison sentence on appeal but upheld the conviction. According to the most recent official data from Spain’s environment ministry, events such as lightning are to blame for fewer than five in 100 fires in the region. That data says nearly eight in 10 fires in Asturias are started on purpose. Fire chief Calvo, 49, knows the old methods of fire management from experience. The son of a cattle-farming family who grew up in the area, he said he would watch farmers set fires to fight back overgrowth. He remembers how as a child, he would help collect ferns to reduce the risks, and help extinguish the blazes himself. But now, he said, as more and more young people move to the cities, there aren’t enough people in the region to clear the brush or keep an eye on fires when they start to smolder. Instead, his department is running public awareness campaigns about the dangers of intentional burning. “We’re trying to make people understand that this isn’t acceptable, that it can be a felony and therefore must be prosecuted,” said Calvo, in his office in Oviedo. In Asturias, the controlled burning of a maximum of 10 hectares per day is only allowed during daylight hours, when wind speeds are low and with at least one regional official present until no smoke has been visible for two hours. Months after last year’s blazes, a group of elderly residents sitting on a bench in the town of Navelgas said they had never seen the like. “I was driving down the road, with the smoke billowing from both sides, and I just wanted to cry,” said one man, who declined to give his name. Monserrat Fernandez, mayor of the Asturian town of Tineo, stands next to her cattle in Tineo, northern Spain, August 24, 2023. REUTERS Navelgas was a hub of gold mining during Roman times. The gold has long gone, cattle-farming is its mainstay, and its population is just 720. Last August, Spain’s national statistics institute counted the settlements in the country that contain only one person and found the most were in the mountainous northwest, including 337 in Asturias. Economic frustrations in the region date back to Spain’s entry into the European Community in 1986, which sparked a swift adjustment away from a primarily agrarian society. Farming now contributes just over 1% to the region’s economy. It employed fewer than 6.5% of the population in 2000 and that has fallen significantly, according to data from the regional government. EU subsidies, including the Common Agricultural Policy (CAP) helped mitigate the effects but a European Union survey in October 2023 said the bloc’s small farmers are struggling to finance their operations through banks. It found the unmet financial needs of farmers across the EU almost doubled to 62 billion euros since 2017 and said small farms and young farmers are the hardest hit, with almost one in two failing to meet their needs. Garcia, the farmers’ union head, says a rural future for his children is too precarious. “There’s no generational change,” he said. “Those of us who have worked at farms all our lives, since we were children, cannot advise our own children to keep running the farm.” He has led several farmers’ protests in Oviedo, as well as speaking at the regional parliament to demand bigger subsidies for farmers. He said he had invited a local expert to give talks to regional politicians, the environmental prosecutor and the police’s rural and environmental crimes unit, “in order to somehow prevent Asturias from burning entirely.” Besides generating pastures, fires help deter wolves and bears. Calves – the source of veal, an Asturian delicacy of which Spain is a leading producer – are being eaten by an out-of-control wolf population and farmers bear the brunt of the cost, Garcia said, pointing to official data that show compensation levels at less than half market value. According to the national government, in 2020 – the last year for which data is available – 2,928 unspecified farm animals were affected by wolf attacks, leading to 834,262 euros being paid in compensation – 285 euros per head on average. Adult cows have an approximate market value of between 5,000 and 7,000 euros per head, while calves fetch from 1,600 to 2,200 euros. In 2021, Spain’s Socialist government in Madrid classified the Iberian wolf as an endangered species, generating fines or prison sentences for those harming them. Asturias is also run by the Socialist party, but its policies of wolf protection are unpopular with farmers in this region. In the July 2023 general election, parties courting farmers’ votes – including the far-right party Vox and the centre-right People’s Party (PP) – championed removing wolves from the protected list. In May, a sign of the strength of feeling: Two freshly decapitated wolf heads appeared on the steps of the town hall of a small village right before the regional president visited. The Socialists lost ground to the PP candidate in Garcia’s village, despite retaining power overall. Montserrat Fernandez, also a cattle-farmer, is the new mayor. She said rural municipalities need more funding from regional and national authorities to help extinguish fires – using tools like water hydrants – and more frequent, controlled brush-clearing fires. “It’s quite unfair to blame the fires on farmers,” she said. Ultimately, farmers help prevent fires, she argued, because their animals remove combustible material by eating it. Calvo agrees, and said the impetus for more local control is welcome but farmers need to stick within the licensing system. “There’s an underlying feeling in rural areas that things would be better if local society were more involved in the management of its resources,” he said. “I fully agree with that. We’re trying to develop governance instruments so that village communities can decide on forest management plans and make them their own.” Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy. ($1 = 0.9246 euros)",https://newsinfo.inquirer.net/1913097/spain-braces-for-wildfires-as-beef-farmers-battle-red-tape,real
inquirer,Talks on Gaza truce expected as offensive and aid crisis rage on,"People rush towards an aid truck carrying bags of flour in Al Zaytun neighbourhood, amid the ongoing conflict between Israel and the Palestinian Islamist group Hamas, in Gaza City, in this still picture taken from a video, March 2, 2024. REUTERS TV via REUTERS CAIRO — Mediators expected to reconvene in Cairo as soon as Sunday and search for a formula acceptable to Israel and Hamas for a lasting ceasefire in Gaza, sources with knowledge of the talks said, after foreign governments resorted to airdrops to aid desperate civilians in the Palestinian enclave. Israeli and Hamas delegations were expected to arrive in Cairo on Sunday, two Egyptian security sources said, although another source briefed on the talks said Israel would not send a delegation until it got a full list of hostages who are still alive. Hopes for the first pause in fighting since November rose last week after a previous round of talks mediated by Qatar and Egypt in Doha and indications from U.S. President Joe Biden that agreement was close. A senior U.S. official said on Saturday that the framework for a six-week pause in fighting was in place, with Israel’s agreement, and now depended on Hamas agreeing to release hostages it has held in Gaza since its attacks on southern Israel on Oct. 7. “The path to a ceasefire right now literally at this hour is straightforward. And there’s a deal on the table. There’s a framework deal. The Israelis have more or less accepted it,” the official told reporters. “The onus right now is on Hamas.” Biden has said he hopes a ceasefire will be in place by the Muslim fasting month of Ramadan, which starts on March 10. Biden and other world leaders are under growing pressure to ease the increasingly desperate plight of Palestinians after five months of war and Israeli blockade of Gaza. The United Nations says a quarter of the population – 576,000 people – is one step from famine. Gaza health authorities said Israeli forces killed 118 people trying to reach a relief convoy near Gaza City on Thursday, prompting global outrage over the humanitarian catastrophe. A day later Biden announced plans for the U.S. airdrop on Saturday, which also involved Jordanian forces. Other countries including Jordan and France had already conducted airdrops of aid into Gaza. The U.S. has for months been calling for Israel to allow more aid into Gaza, something Israel has resisted. Some experts said being forced to resort to costly, inefficient airdrops was the latest demonstration of Washington’s limited influence over Prime Minister Benjamin Netanyahu’s government. Israel denies restricting humanitarian aid for Gaza civilians. The U.S. military aircraft released 38,000 meals over Gaza, falling far short of the assistance needed by the territory’s 2.2 million people. U.S. authorities said it was the first of what would be a sustained effort. READ:‘Last resort’: Donors hope to offer Gaza lifeline with air drops Israel disputes the health ministry’s death toll in the food convoy catastrophe and said most victims were trampled or run over. Israel launched the offensive in response to the Oct. 7 attack by Hamas, whose militants poured over the border from Gaza, killing 1,200 people and abducting another 253, according to Israeli tallies. The assault has devastated Gaza. Much of the Hamas-run enclave has been laid to waste and more than 30,000 people have been killed and tens of thousands more injured, according to Gaza health authorities. Fighting raged in the early hours of Sunday, as residents reported the sound of heavy shelling and tanks advancing around Khan Younis, a city in the southern Gaza Strip. Around Rafah, another southern city where more than 1 million Palestinian have been seeking refuge on the border with Egypt, authorities said 25 people were killed on Saturday and into Sunday morning. They included 11 who died when an Israeli airstrike hit a tent near a hospital and another 14 in one family, who died when a strike hit a house. Hamas has not backed away from its position that a temporary truce must be the start of a process towards ending the war altogether, the Egyptian sources and a Hamas official said. However, the Egyptian sources said assurances had been offered to Hamas that the terms of a permanent ceasefire would be worked out in second and third phases of the deal. The duration of the initial pause of about six weeks had been agreed upon, the sources said. Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy. Hamas and Israel did not respond to requests for comment.",https://newsinfo.inquirer.net/1913083/talks-on-gaza-truce-expected-as-offensive-and-aid-crisis-rage-on,real
inquirer,"Canada, Italy leaders cancel Toronto event for security reasons","People leave an event where Italian Prime Minister Giorgia Meloni was supposed to meet with Canada’s Prime Minister Justin Trudeau but was cancelled due to protestors outside at the Art Gallery of Ontario in Toronto, Ontario, Canada March 2, 2024. REUTERS OTTAWA — Canadian Prime Minister Justin Trudeau and Italian Prime Minister Giorgia Meloni on Saturday canceled a joint visit to the Art Gallery of Ontario in Toronto for security reasons, according to a Canadian spokesperson. Two groups of protesters, one against Trudeau’s government and another of pro-Palestinian protesters, had gathered outside the gallery. There were also numerous police. READ:Canada PM Trudeau condemns violence after shots fired at Jewish schools Jenna Ghassabeh, a spokesperson for Trudeau’s office, confirmed the event was called off for security reasons but referred questions to the Royal Canadian Mounted Police, which had no immediate comment. Meloni is visiting Canada in Italy’s role as president of the Group of Seven nations for 2024 after visiting Washington on Friday. READ:Western leaders in Kyiv, G7 pledge support for Ukraine on war anniv Earlier in the day, Canada and Italy agreed to enhance cooperation in various areas, including energy security and the shift to a sustainable energy future, over the next three to five years, according to a statement. Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy.",https://newsinfo.inquirer.net/1913074/canada-italy-leaders-cancel-toronto-event-for-security-reasons,real
inquirer,Ship hit by Yemen’s Houthi rebels sinks in Red Sea,"This satellite image taken by Planet Labs PBC shows the Belize-flagged ship Rubymar in the Red Sea on Wednesday, Feb. 28, 2024. The Rubymar, earlier attacked by Yemen’s Houthi rebels, has sunk in the Red Sea after days of taking on water, officials said Saturday, March 2, 2024, the first vessel to be fully destroyed as part of their campaign over Israel’s war against Hamas in the Gaza Strip. (Planet Labs PBC via AP) DUBAI, United Arab Emirates — A ship attacked by Yemen’s Houthi rebels has sunk in the Red Sea after days of taking on water, officials said Saturday. This is the first vessel to be fully destroyed as part of the Houthi rebels’ campaign over Israel’s war against Hamas in the Gaza Strip. The sinking of the Rubymar comes as shipping through the crucial waterway for cargo and energy shipments moving from Asia and the Middle East to Europe has been affected by the Houthi attacks. Already, many ships have turned away from the route. The sinking could see further detours and higher insurance rates put on vessels plying the waterway — potentially driving up global inflation and affecting aid shipments to the region. The Belize-flagged Rubymar had been drifting northward after being struck by a Houthi anti-ship ballistic missile on Feb. 18 in the Bab el-Mandeb Strait, a crucial waterway linking the Red Sea and the Gulf of Aden. READ:Houthi rebel attack sets cargo ship ablaze in Gulf of Aden Yemen’s internationally recognized government, as well as a regional military official, confirmed the ship sank. The official spoke on condition of anonymity as no authorization was given to speak to journalists about the incident. The British military’s United Kingdom Maritime Trade Operations center, which watches over Mideast waterways, separately acknowledged the Rubymar’s sinking Saturday afternoon. The Rubymar’s Beirut-based manager could not be immediately reached for comment. Yemen’s exiled government, which has been backed by a Saudi-led coalition since 2015, said the Rubymar sank late Friday as stormy weather took hold over the Red Sea. The vessel had been abandoned for 12 days after the attack, though plans had been made to try and tow the ship to a safe port. The Iran-backed Houthis, who had falsely claimed the ship sank almost instantly after the attack, did not immediately acknowledge the ship’s sinking. The US military’s Central Command previously warned the vessel’s cargo of fertilizer, as well as fuel leaking from the ship, could cause ecological damage to the Red Sea. READ:US, Britain carry out more strikes against Houthis in Yemen Ahmed Awad Bin Mubarak, the prime minister of Yemen’s internationally recognized government, called the ship’s sinking “an unprecedented environmental disaster.” “It’s a new disaster for our country and our people,” he wrote on X, formerly Twitter. “Every day, we pay for the Houthi militia’s adventures, which were not stopped at plunging Yemen into the coup disaster and war.” The Houthis have held Yemen’s capital, Sanaa, since 2014, expelling the government. Its fought a Saudi-led coalition since 2015 in a stalemated war. Satellite pictures analyzed by The Associated Press from Planet Labs PBC showed smaller boats alongside the Rubymar on Wednesday, February 28. It wasn’t immediately clear whose vessels those were. The images showed the Rubymar’s stern sinking into the Red Sea but still afloat, mirroring earlier video taken of the vessel. The private security firm Ambrey separately reported Friday about a mysterious incident involving the Rubymar. “A number of Yemenis were reportedly harmed during a security incident which took place” on Friday, Ambrey said. It did not elaborate on what that incident involved and no party involved in Yemen’s yearslong war claimed any new attack on the vessel. Since November, the rebels have repeatedly targeted ships in the Red Sea and surrounding waters over the Israel-Hamas war. Those vessels have included at least one with cargo bound for Iran, the Houthis’ main benefactor, and an aid ship later bound for Houthi-controlled territory. Despite over a month of US-led airstrikes, Houthi rebels remain capable of launching significant attacks. That includes the attack on the Rubymar and the downing of an American drone worth tens of millions of dollars. The Houthis insist their attacks will continue until Israel stops its combat operations in the Gaza Strip, which have enraged the wider Arab world and seen the Houthis gain international recognition. Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy. However, there has been a slowdown in attacks in recent days. The reason for that remains unclear.",https://newsinfo.inquirer.net/1912964/ship-hit-by-yemens-houthi-rebels-sinks-in-red-sea,real
inquirer,Asia’s richest man lauds son’s prenuptials with star-studded bash,"Asia’s richest man, billionaire industrialist Mukesh Ambani poses for a photograph with (L to R) Jared Kushner, daughter Arabella, and Ivanka Trump at a pre-wedding bash of Ambani’s son Anant Ambani in Jamnagar, India, Friday, Mar. 01, 2024. This image was released by the Reliance group, (Reliance group via AP) NEW DELHI — What happens when the son of Asia’s richest man is about to get married? His father throws a three-day prenuptial bash four months before the actual ceremony. Tycoons from around the world, heads of state, as well as Hollywood and Bollywood stars, descended on the small western Indian city of Jamnagar on Friday, March 1, where billionaire industrialist Mukesh Ambani is kickstarting a big fat wedding celebration for his youngest son. The nearly 1,200-person guest list includes pop superstar Rihanna, Bill Gates, Mark Zuckerberg, Sunder Picha, Ivanka Trump, and Bollywood celebrity Shah Rukh Khan. All eyes were on Anant Ambani, 28, and his long-time girlfriend Radhika Merchant, 29, who will tie the knot in July. Radhika is the daughter of Viren Merchant, CEO of Encore Healthcare Pvt. Ltd., and entrepreneur Shaila Merchant. Such festivities keep up with the Ambani family’s tradition of lavish and over-the-top parties while displaying the Indian billionaire’s economic and political clout. READ:Asia’s richest man advises millennials: Dream big Mukesh Ambani, 66, is currently the world’s 10th richest man with a net worth of $115 billion, according to Forbes. He is also the richest person in Asia. His Reliance Industries is a massive conglomerate, reporting over $100 billion in annual revenue, with interests ranging from petrochemicals, and oil and gas to telecoms and retail. Under Ambani’s leadership, Reliance — founded by his father in 1966 — sparked a telecom price war with the launch of the 4G phone and broadband service Jio in 2016. Today, it has more than 420 million subscribers and offers 5G services. Earlier this week, Disney struck an $8.5 billion deal to merge its India business with Ambani’s Reliance Industries, forming a new media giant. The Ambani family owns, among other assets, a 27-story private apartment building, named Antila, worth $1 billion in Mumbai. It has three helipads, a 160-car garage, a private movie theater, a swimming pool, and a fitness center. Ambani’s critics said his company has flourished mainly because of political connections during the Congress governments in the 1970s and 80s and subsequently under Prime Minister Narendra Modi’s rule after 2014. They said “crony capitalism” in India has helped certain corporations, such as Ambani’s, thrive. Mukesh Ambani, 66, has started passing the torch to his two sons and daughter. The oldest son, Akash Ambani, is now chairperson of Reliance Jio; his daughter, Isha, oversees retail; and the youngest, Anant — who will wed in July— has been inducted into the new energy business. This photograph released by the Reliance group shows Mark Zuckerberg, left, and his wife Priscilla Chan at a pre-wedding bash of billionaire industrialist Mukesh Ambani’s son Anant Ambani in Jamnagar, India, Friday, Mar. 01, 2024. (Reliance group via AP) Extravagant parties are the Ambani’s specialty. In 2018, when his daughter married, Ambani made the headlines because of the grand celebrations with pop sensation Beyoncé performing at the pre-wedding festivities. At the time, former US Secretaries of State Hillary Clinton and John Kerry were among those who rubbed shoulders with Indian celebrities and Bollywood stars in the western Indian Udaipur city. Later that year, the happy couple, Isha Ambani and Anand Piramal, officially celebrated their engagement overlooking the picturesque Lake Como in Italy. In December 2018, they got married at the Ambani residence in Mumbai. The three-day pre-wedding bash offers a glimpse of the opulence expected at the July wedding. The Ambanis are celebrating it at the family’s hometown of Jamnagar — a city of around 600,000 in a near-desert part of Gujarat state — where they also have the business’ main oil refinery. Guests will don jungle-themed outfits to visit an animal rescue center run by the groom-to-be, Anant. Known as “Vantara,” or “Star Of The Forest,” the 3,000-acre (about 1,200-hectare) center houses abused, injured, and endangered animals, particularly elephants. The invitation also says guests will start each day with a new dress code, with mood boards and an army of hair stylists, makeup artists, and Indian wear designers at their hotel to help them prepare. There will also be traditional Hindu ceremonies in a temple complex. The guests, many arriving by chartered planes, will be served 500 dishes created by around 100 chefs. The guest list also includes Mohammed Bin Jassim al Thani, the prime minister of Qatar; Stephen Harper, former Canadian prime minister; and Bhutan’s King Jigme Khesar Namgyal Wangchuck and Queen Jetsun Pema. Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy. On Wednesday, the Ambani family organized a community food service for 51,000 people living in nearby villages.",https://newsinfo.inquirer.net/1912942/asias-richest-man-lauds-sons-prenuptials-with-star-studded-bash,real
